Paradigm1;Paradigm2;I;R1;R2;M;TC;NDO;TotalMC
stateful functional programming;guarded command programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26666666666666666
stateful functional programming;imperative search programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
stateful functional programming;sequential object oriented programming;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6666666666666666
stateful functional programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
stateful functional programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
stateful functional programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
stateful functional programming;adt imperative programming;0.13333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6333333333333333
stateful functional programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
stateful functional programming;shared state concurrent programming;0.13333333333333333;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6333333333333333
stateful functional programming;concurrent object oriented programming;0.13333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.4666666666666667
stateful functional programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
stateful functional programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
stateful functional programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
stateful functional programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
stateful functional programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
stateful functional programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
stateful functional programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
stateful functional programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
stateful functional programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
guarded command programming;imperative search programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26666666666666666
guarded command programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26666666666666666
guarded command programming;relational and logic programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
guarded command programming;monotonic dataflow programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
guarded command programming;declarative concurrent programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
guarded command programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
guarded command programming;multi agent programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
guarded command programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
guarded command programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
guarded command programming;constraint logic programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
guarded command programming;lazy declarative concurrent programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
guarded command programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
guarded command programming;multi agent dataflow programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
guarded command programming;active object programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
guarded command programming;concurrent constraint programming;3.7037037037037035e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2037037037037037
guarded command programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
guarded command programming;lazy concurrent constraint programming;3.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.19999999999999998
guarded command programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
imperative search programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
imperative search programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
imperative search programming;monotonic dataflow programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
imperative search programming;declarative concurrent programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
imperative search programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
imperative search programming;multi agent programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
imperative search programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
imperative search programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
imperative search programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
imperative search programming;lazy declarative concurrent programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
imperative search programming;nonmonotonic dataflow programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
imperative search programming;multi agent dataflow programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
imperative search programming;active object programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
imperative search programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
imperative search programming;continuous synchronous programming;3.7037037037037035e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2037037037037037
imperative search programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
imperative search programming;discrete synchronous programming;3.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.36666666666666664
sequential object oriented programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
sequential object oriented programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
sequential object oriented programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
sequential object oriented programming;adt imperative programming;0.13333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6333333333333333
sequential object oriented programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
sequential object oriented programming;shared state concurrent programming;0.13333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.4666666666666667
sequential object oriented programming;concurrent object oriented programming;0.13333333333333333;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6333333333333333
sequential object oriented programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
sequential object oriented programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
sequential object oriented programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
sequential object oriented programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
sequential object oriented programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
sequential object oriented programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
sequential object oriented programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
sequential object oriented programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
sequential object oriented programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
relational and logic programming;monotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
relational and logic programming;declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
relational and logic programming;adt imperative programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
relational and logic programming;multi agent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
relational and logic programming;shared state concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
relational and logic programming;concurrent object oriented programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
relational and logic programming;constraint logic programming;0.1388888888888889;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.8055555555555555
relational and logic programming;lazy declarative concurrent programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
relational and logic programming;nonmonotonic dataflow programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
relational and logic programming;multi agent dataflow programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
relational and logic programming;active object programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
relational and logic programming;concurrent constraint programming;0.11904761904761904;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7857142857142856
relational and logic programming;continuous synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
relational and logic programming;lazy concurrent constraint programming;0.10416666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6041666666666666
relational and logic programming;discrete synchronous programming;4.9999999999999996e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3833333333333333
monotonic dataflow programming;declarative concurrent programming;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6666666666666666
monotonic dataflow programming;adt imperative programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
monotonic dataflow programming;multi agent programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
monotonic dataflow programming;shared state concurrent programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
monotonic dataflow programming;concurrent object oriented programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
monotonic dataflow programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
monotonic dataflow programming;lazy declarative concurrent programming;0.1388888888888889;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4722222222222222
monotonic dataflow programming;nonmonotonic dataflow programming;0.1388888888888889;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.4722222222222222
monotonic dataflow programming;multi agent dataflow programming;0.1388888888888889;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.4722222222222222
monotonic dataflow programming;active object programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26190476190476186
monotonic dataflow programming;concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
monotonic dataflow programming;continuous synchronous programming;0.11904761904761904;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.45238095238095233
monotonic dataflow programming;lazy concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4074074074074074
monotonic dataflow programming;discrete synchronous programming;0.10416666666666666;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4375
declarative concurrent programming;adt imperative programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
declarative concurrent programming;multi agent programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
declarative concurrent programming;shared state concurrent programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
declarative concurrent programming;concurrent object oriented programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
declarative concurrent programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
declarative concurrent programming;lazy declarative concurrent programming;0.1388888888888889;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6388888888888888
declarative concurrent programming;nonmonotonic dataflow programming;0.1388888888888889;0.0;0.0;0.0;0.16666666666666666;0.0;0.3055555555555556
declarative concurrent programming;multi agent dataflow programming;0.1388888888888889;0.0;0.0;0.0;0.16666666666666666;0.0;0.3055555555555556
declarative concurrent programming;active object programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26190476190476186
declarative concurrent programming;concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
declarative concurrent programming;continuous synchronous programming;0.11904761904761904;0.0;0.0;0.0;0.16666666666666666;0.0;0.2857142857142857
declarative concurrent programming;lazy concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4074074074074074
declarative concurrent programming;discrete synchronous programming;0.10416666666666666;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4375
adt imperative programming;multi agent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
adt imperative programming;shared state concurrent programming;0.1111111111111111;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.4444444444444444
adt imperative programming;concurrent object oriented programming;0.1111111111111111;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.4444444444444444
adt imperative programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
adt imperative programming;lazy declarative concurrent programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
adt imperative programming;nonmonotonic dataflow programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
adt imperative programming;multi agent dataflow programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
adt imperative programming;active object programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
adt imperative programming;concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
adt imperative programming;continuous synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
adt imperative programming;lazy concurrent constraint programming;4.9999999999999996e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3833333333333333
adt imperative programming;discrete synchronous programming;4.9999999999999996e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3833333333333333
multi agent programming;shared state concurrent programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4444444444444444
multi agent programming;concurrent object oriented programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4444444444444444
multi agent programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
multi agent programming;lazy declarative concurrent programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26190476190476186
multi agent programming;nonmonotonic dataflow programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
multi agent programming;multi agent dataflow programming;0.1388888888888889;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4722222222222222
multi agent programming;active object programming;0.1388888888888889;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.8055555555555555
multi agent programming;concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
multi agent programming;continuous synchronous programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
multi agent programming;lazy concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
multi agent programming;discrete synchronous programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
shared state concurrent programming;concurrent object oriented programming;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6666666666666666
shared state concurrent programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
shared state concurrent programming;lazy declarative concurrent programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26190476190476186
shared state concurrent programming;nonmonotonic dataflow programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
shared state concurrent programming;multi agent dataflow programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
shared state concurrent programming;active object programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
shared state concurrent programming;concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
shared state concurrent programming;continuous synchronous programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
shared state concurrent programming;lazy concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
shared state concurrent programming;discrete synchronous programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
concurrent object oriented programming;constraint logic programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
concurrent object oriented programming;lazy declarative concurrent programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26190476190476186
concurrent object oriented programming;nonmonotonic dataflow programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
concurrent object oriented programming;multi agent dataflow programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
concurrent object oriented programming;active object programming;9.523809523809523e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4285714285714285
concurrent object oriented programming;concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
concurrent object oriented programming;continuous synchronous programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
concurrent object oriented programming;lazy concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
concurrent object oriented programming;discrete synchronous programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
constraint logic programming;lazy declarative concurrent programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
constraint logic programming;nonmonotonic dataflow programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
constraint logic programming;multi agent dataflow programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
constraint logic programming;active object programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
constraint logic programming;concurrent constraint programming;0.14285714285714285;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.8095238095238094
constraint logic programming;continuous synchronous programming;4.9999999999999996e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21666666666666665
constraint logic programming;lazy concurrent constraint programming;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7916666666666665
constraint logic programming;discrete synchronous programming;4.545454545454545e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3787878787878788
lazy declarative concurrent programming;nonmonotonic dataflow programming;0.11904761904761904;0.0;0.0;0.0;0.16666666666666666;0.0;0.2857142857142857
lazy declarative concurrent programming;multi agent dataflow programming;0.11904761904761904;0.0;0.0;0.0;0.16666666666666666;0.0;0.2857142857142857
lazy declarative concurrent programming;active object programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
lazy declarative concurrent programming;concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4074074074074074
lazy declarative concurrent programming;continuous synchronous programming;0.10416666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.2708333333333333
lazy declarative concurrent programming;lazy concurrent constraint programming;9.259259259259259e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.42592592592592593
lazy declarative concurrent programming;discrete synchronous programming;9.259259259259259e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.42592592592592593
nonmonotonic dataflow programming;multi agent dataflow programming;0.11904761904761904;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.45238095238095233
nonmonotonic dataflow programming;active object programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
nonmonotonic dataflow programming;concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
nonmonotonic dataflow programming;continuous synchronous programming;0.14285714285714285;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.8095238095238094
nonmonotonic dataflow programming;lazy concurrent constraint programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
nonmonotonic dataflow programming;discrete synchronous programming;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6249999999999999
multi agent dataflow programming;active object programming;0.11904761904761904;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.45238095238095233
multi agent dataflow programming;concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
multi agent dataflow programming;continuous synchronous programming;0.10416666666666666;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4375
multi agent dataflow programming;lazy concurrent constraint programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
multi agent dataflow programming;discrete synchronous programming;9.259259259259259e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25925925925925924
active object programming;concurrent constraint programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.24074074074074073
active object programming;continuous synchronous programming;7.407407407407407e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4074074074074074
active object programming;lazy concurrent constraint programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
active object programming;discrete synchronous programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
concurrent constraint programming;continuous synchronous programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
concurrent constraint programming;lazy concurrent constraint programming;0.14583333333333331;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.8124999999999999
concurrent constraint programming;discrete synchronous programming;6.060606060606061e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3939393939393939
continuous synchronous programming;lazy concurrent constraint programming;6.060606060606061e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22727272727272727
continuous synchronous programming;discrete synchronous programming;0.14583333333333331;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6458333333333333
lazy concurrent constraint programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
